nr	Author	IMR-Sage	REMP-Staatsdrukkerij	IM-Wiley	Dutch_Government	ICEM	REMP	Overlap_IMR_IM
1934	Rubel, A	2.00	0.00	0.00	0.00	0.00	0.00	0
1935	Rubenstein, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1936	Rubin, E	0.00	2.00	0.00	0.00	0.00	0.00	0
1937	Rubin, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1938	Rubin-Kurtzman, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1939	Rudnick, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1940	Rudzitis, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1941	Ruefle, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1942	Rukmani, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1943	Ruland, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1944	Rumbaut, R	3.00	0.00	0.00	0.00	0.00	0.00	0
1945	Russell, S	3.00	0.00	0.00	0.00	0.00	0.00	0
1946	Russell-Wood, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1947	Russo, N	1.00	0.00	0.00	0.00	0.00	0.00	0
1948	Rutherford, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1949	Rutledge, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1950	Ryang, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1951	Rystad, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1952	Sabagh, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1953	Sacchetti, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1954	Sacchetti, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1955	Sada, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1956	Saenz, R	5.00	0.00	0.00	0.00	0.00	0.00	0
1957	Safa, H	3.00	0.00	0.00	0.00	0.00	0.00	0
1958	Sagarin, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1959	Sahlieh, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1960	Saito, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1961	Sakala, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1962	Sakka, D	0.00	0.00	2.00	0.00	0.00	0.00	0
1963	Salas, M	2.00	0.00	0.00	0.00	0.00	0.00	0
1964	Salomone, F	0.00	0.00	1.00	0.00	0.00	0.00	0
1965	Saloutos, T	6.00	0.00	0.00	0.00	0.00	0.00	0
1966	Salt, J	6.00	0.00	3.00	0.00	0.00	0.00	1
1967	Salvo, J	1.00	0.00	2.00	0.00	0.00	0.00	1
1968	Samha, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1969	Samoff, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1970	Samuel, T	7.00	0.00	8.00	0.00	0.00	0.00	1
1971	Samuels, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1972	Sana, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1973	Sanchez, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1974	Sandefur, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1975	Sandis, E	7.00	0.00	0.00	0.00	0.00	0.00	0
1976	Sandlund, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1977	Sandrini, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1978	Sanfilippo, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1979	Santamaria, U	1.00	0.00	0.00	0.00	0.00	0.00	0
1980	Santiago, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1981	Santiago, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1982	Santos, S	2.00	0.00	0.00	0.00	0.00	0.00	0
1983	Sanz, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1984	Sapelli, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1985	Saraceno, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1986	Sarfoh, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1987	Sarmiento, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1988	Sarris, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1989	Sartori, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1990	Sassen, S	0.00	1.00	1.00	0.00	0.00	0.00	0
1991	Sassen-Koob, S	4.00	0.00	0.00	0.00	0.00	0.00	0
1992	Satomi, Y	0.00	0.00	1.00	0.00	0.00	0.00	0
1993	Satzewich, V	0.00	0.00	1.00	0.00	0.00	0.00	0
1994	Saunders, E	0.00	0.00	2.00	0.00	0.00	0.00	0
1995	Sauty, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1996	Sauvon, E	0.00	1.00	0.00	0.00	0.00	0.00	0
1997	Sauvy, A	0.00	1.00	1.00	0.00	0.00	1.00	0
1998	Scarpaci, J	4.00	0.00	0.00	0.00	0.00	0.00	0
1999	Schaefer, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2000	Schaeffer, P	1.00	0.00	1.00	0.00	0.00	0.00	1
2001	Schauer, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2002	Schauffler, R	2.00	0.00	0.00	0.00	0.00	0.00	0
2003	Scheff, T	0.00	0.00	1.00	0.00	0.00	0.00	0
2004	Scheiben, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2005	Schelbert, L	7.00	0.00	0.00	0.00	0.00	0.00	0
2006	Schindler, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2007	Schissel, B	1.00	0.00	0.00	0.00	0.00	0.00	0
2008	Schmeidl, S	2.00	0.00	0.00	0.00	0.00	0.00	0
2009	Schmitter, B	4.00	0.00	0.00	0.00	0.00	0.00	0
2010	Schmitz, J	0.00	1.00	0.00	0.00	0.00	0.00	0
2011	Schnabel, K	1.00	0.00	0.00	0.00	0.00	0.00	0
2012	Schneider, D	1.00	0.00	0.00	0.00	0.00	0.00	0
2013	Schneiter, P	0.00	0.00	1.00	0.00	0.00	0.00	0
2014	Schoen, R	2.00	0.00	0.00	0.00	0.00	0.00	0
2015	Schoenberg, H	0.00	1.00	0.00	0.00	0.00	0.00	0
2016	Schoeneberg, U	1.00	0.00	0.00	0.00	0.00	0.00	0
2017	Schoeni, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2018	Schoenmaeckers, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2019	Schoorl, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2020	Schou, C	0.00	0.00	2.00	0.00	0.00	0.00	0
2021	Schraml, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2022	Schreuder, O	0.00	1.00	0.00	0.00	0.00	0.00	0
2023	Schreuder, Y	2.00	0.00	0.00	0.00	0.00	0.00	0
2024	Schryver, A	0.00	0.00	1.00	0.00	0.00	0.00	0
2025	Schuck, P	0.00	0.00	1.00	0.00	0.00	0.00	0
2026	Schuerman, L	0.00	0.00	2.00	0.00	0.00	0.00	0
2027	Schulz, P	0.00	0.00	2.00	0.00	0.00	0.00	0
2028	Schwartz, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2029	Schwarz, K	0.00	0.00	1.00	0.00	0.00	0.00	0
2030	Schwarzweller, H	3.00	0.00	0.00	0.00	0.00	0.00	0
2031	Scobie, M	0.00	0.00	1.00	0.00	0.00	0.00	0
2032	Scott, A	0.00	0.00	1.00	0.00	0.00	0.00	0
2033	Scott, D	1.00	0.00	0.00	0.00	0.00	0.00	0
2034	Scott, F	1.00	0.00	0.00	0.00	0.00	0.00	0
2035	Scourby, A	2.00	0.00	0.00	0.00	0.00	0.00	0
2036	Seccombe, I	2.00	0.00	4.00	0.00	0.00	0.00	1
2037	Segal, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2038	Sell, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2039	Seller, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2040	Seltzer, W	2.00	0.00	0.00	0.00	0.00	0.00	0
2041	Selya, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2042	Semyonov, M	1.00	0.00	1.00	0.00	0.00	0.00	1
2043	Sen, F	0.00	0.00	1.00	0.00	0.00	0.00	0
2044	Sen, K	1.00	0.00	0.00	0.00	0.00	0.00	0
2045	Sengstock, M	2.00	0.00	0.00	0.00	0.00	0.00	0
2046	Senior, C	5.00	0.00	0.00	0.00	0.00	0.00	0
2047	Sensi-Isolani, P	2.00	0.00	0.00	0.00	0.00	0.00	0
2048	Serain, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2049	Sernau, S	1.00	0.00	0.00	0.00	0.00	0.00	0
2050	Serow, W	1.00	0.00	0.00	0.00	0.00	0.00	0
2051	Serra-Santana, E	1.00	0.00	0.00	0.00	0.00	0.00	0
2052	Serritella, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2053	Serron, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2054	Shadid, W	1.00	0.00	0.00	0.00	0.00	0.00	0
2055	Shah, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2056	Shah, N	6.00	0.00	4.00	0.00	0.00	0.00	1
2057	Shai, D	1.00	0.00	0.00	0.00	0.00	0.00	0
2058	Shain, Y	0.00	0.00	1.00	0.00	0.00	0.00	0
2059	Shami, S	2.00	0.00	0.00	0.00	0.00	0.00	0
2060	Shamshur, O	2.00	0.00	0.00	0.00	0.00	0.00	0
2061	Shanabruch, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2062	Shannon, L	3.00	0.00	0.00	0.00	0.00	0.00	0
2063	Shapiro, E	1.00	0.00	0.00	0.00	0.00	0.00	0
2064	Sharma, P	2.00	0.00	0.00	0.00	0.00	0.00	0
2065	Sharma, R	0.00	0.00	1.00	0.00	0.00	0.00	0
2066	Shaw, R	0.00	0.00	1.00	0.00	0.00	0.00	0
2067	Shaw, S	1.00	0.00	0.00	0.00	0.00	0.00	0
2068	Shears, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2069	Shelton, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2070	Shepperson, W	4.00	0.00	0.00	0.00	0.00	0.00	0
2071	Shevtsova, L	2.00	0.00	0.00	0.00	0.00	0.00	0
2072	Shi, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2073	Shields, M	0.00	0.00	1.00	0.00	0.00	0.00	0
2074	Shin, E	2.00	0.00	1.00	0.00	0.00	0.00	1
2075	Shiner, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2076	Shoham, S	1.00	0.00	0.00	0.00	0.00	0.00	0
2077	Shryock, H	2.00	0.00	0.00	0.00	0.00	0.00	0
2078	Shu, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2079	Shumway, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2080	Shuval, J	0.00	0.00	2.00	0.00	0.00	0.00	0
2081	Sibbison, V	1.00	0.00	0.00	0.00	0.00	0.00	0
2082	Sierra, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2083	Sih, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2084	Siklos, P	1.00	0.00	1.00	0.00	0.00	0.00	1
2085	Silva, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2086	Silveri, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2087	Silvia, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2088	Simila, M	0.00	0.00	1.00	0.00	0.00	0.00	0
2089	Simmons, A	4.00	0.00	0.00	0.00	0.00	0.00	0
2090	Simon, R	2.00	0.00	0.00	0.00	0.00	0.00	0
2091	Simpson, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2092	Sims, H	1.00	0.00	0.00	0.00	0.00	0.00	0
2093	Sims, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2094	Sinclair, C	1.00	0.00	1.00	0.00	0.00	0.00	1
2095	Sinclair, M	0.00	0.00	1.00	0.00	0.00	0.00	0
2096	Singer, A	3.00	0.00	0.00	0.00	0.00	0.00	0
2097	Sinke, S	1.00	0.00	0.00	0.00	0.00	0.00	0
2098	Sinkin, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2099	Sizer, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2100	Sjollema, B	0.00	1.00	0.00	0.00	0.00	0.00	0
2101	Skeldon, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2102	Skovron, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2103	Skulley, M	0.00	0.00	1.00	0.00	0.00	0.00	0
2104	Smart, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2105	Smith, C	2.00	0.00	0.00	0.00	0.00	0.00	0
2106	Smith, D	1.00	0.00	0.00	0.00	0.00	0.00	0
2107	Smith, F	1.00	0.00	0.00	0.00	0.00	0.00	0
2108	Smith, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2109	Smith, M	3.00	0.00	0.00	0.00	0.00	0.00	0
2110	Smith, P	4.00	0.00	0.00	0.00	0.00	0.00	0
2111	Snedden, B	0.00	0.00	1.00	0.00	0.00	0.00	0
2112	Snowden, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2113	Sobel, Z	1.00	0.00	0.00	0.00	0.00	0.00	0
2114	Solberg, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2115	Sole, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2116	Song, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2117	Soskis, P	0.00	0.00	1.00	0.00	0.00	0.00	0
2118	Soyer, D	1.00	0.00	0.00	0.00	0.00	0.00	0
2119	Spaan, E	1.00	0.00	0.00	0.00	0.00	0.00	0
2120	Speace, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2121	Speare, A	2.00	0.00	0.00	0.00	0.00	0.00	0
2122	Speckmann, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2123	Spencer, S	1.00	0.00	0.00	0.00	0.00	0.00	0
2124	Speranza, G	7.00	0.00	0.00	0.00	0.00	0.00	0
2125	Spickard, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2126	Spielberg, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2127	Spiro, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2128	Spiro, S	0.00	0.00	1.00	0.00	0.00	0.00	0
2129	Spoonley, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2130	Springer, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2131	Stahl, C	4.00	0.00	8.00	0.00	0.00	0.00	1
2132	Stainsby, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2133	Stark, T	10.00	0.00	1.00	0.00	0.00	0.00	1
2134	Starr, M	0.00	1.00	0.00	0.00	0.00	0.00	0
2135	Starr, P	3.00	0.00	0.00	0.00	0.00	0.00	0
2136	Stearns, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2137	Steigenga, W	0.00	1.00	0.00	0.00	0.00	0.00	0
2138	Stein, B	10.00	0.00	0.00	0.00	0.00	0.00	0
2139	Stein, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2140	Steinberg, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2141	Stella, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2142	Stephen, E	1.00	0.00	0.00	0.00	0.00	0.00	0
2143	Stepick, A	4.00	0.00	0.00	0.00	0.00	0.00	0
2144	Stewart, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2145	Stibili, E	2.00	0.00	0.00	0.00	0.00	0.00	0
2146	Stier, H	1.00	0.00	0.00	0.00	0.00	0.00	0
2147	Stoddard, E	1.00	0.00	0.00	0.00	0.00	0.00	0
2148	Stoeckel, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2149	Stola, D	2.00	0.00	0.00	0.00	0.00	0.00	0
2150	Stolarik, M	2.00	0.00	0.00	0.00	0.00	0.00	0
2151	Stolting, W	1.00	0.00	0.00	0.00	0.00	0.00	0
2152	Stone, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2153	Stone, K	0.00	1.00	0.00	0.00	0.00	0.00	0
2154	Stone, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2155	Story, V	3.00	0.00	0.00	0.00	0.00	0.00	0
2156	Stouse, P	0.00	0.00	1.00	0.00	0.00	0.00	0
2157	Stout, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2158	Strachan, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2159	Strand, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2160	Straubhaar, T	3.00	0.00	2.00	0.00	0.00	0.00	1
2161	Strikwerda, C	2.00	0.00	0.00	0.00	0.00	0.00	0
2162	Strong, P	0.00	0.00	1.00	0.00	0.00	0.00	0
2163	Stubos, G	0.00	0.00	1.00	0.00	0.00	0.00	0
2164	Studlar, D	1.00	0.00	0.00	0.00	0.00	0.00	0
2165	Suarez-Orozco, M	0.00	0.00	1.00	0.00	0.00	0.00	0
2166	Suchard, H	1.00	0.00	0.00	0.00	0.00	0.00	0
2167	Suhrke, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2168	Sullivan, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2169	Sullivan, E	1.00	0.00	0.00	0.00	0.00	0.00	0
2170	Sullivan, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2171	Sullivan, T	3.00	0.00	0.00	0.00	0.00	0.00	0
2172	Sumiya, M	0.00	1.00	0.00	0.00	0.00	0.00	0
2173	Sumner, D	1.00	0.00	0.00	0.00	0.00	0.00	0
2174	Sumner, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2175	Sundhagul, M	0.00	0.00	1.00	0.00	0.00	0.00	0
2176	Sung, B	8.00	0.00	0.00	0.00	0.00	0.00	0
2177	Surena, A	0.00	0.00	1.00	0.00	0.00	0.00	0
2178	Sutton, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2179	Suyama, N	2.00	0.00	0.00	0.00	0.00	0.00	0
2180	Swanstrom, E	1.00	0.00	0.00	0.00	0.00	0.00	0
2181	Swierenga, R	2.00	0.00	0.00	0.00	0.00	0.00	0
2182	Swindell, K	1.00	0.00	0.00	0.00	0.00	0.00	0
2183	Szasz, F	1.00	0.00	0.00	0.00	0.00	0.00	0
2184	Szendrey, T	1.00	0.00	0.00	0.00	0.00	0.00	0
2185	Szoke, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2186	Tabouret-Keller, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2187	Tachi, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2188	Tacoli, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2189	Taeuber, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2190	Taeuber, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2191	Taeuber, K	1.00	0.00	0.00	0.00	0.00	0.00	0
2192	Taft, R	2.00	1.00	1.00	0.00	0.00	0.00	1
2193	Taguchi, S	1.00	0.00	0.00	0.00	0.00	0.00	0
2194	Takata, S	3.00	0.00	0.00	0.00	0.00	0.00	0
2195	Taran, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2196	Taslim, M	0.00	0.00	1.00	0.00	0.00	0.00	0
2197	Tassello, G	1.00	0.00	0.00	0.00	0.00	0.00	0
2198	Tastsoglou, E	0.00	0.00	1.00	0.00	0.00	0.00	0
2199	Tavuchis, N	0.00	1.00	0.00	0.00	0.00	0.00	0
2200	Taylor, C	1.00	0.00	1.00	0.00	0.00	0.00	1
2201	Taylor, E	0.00	0.00	1.00	0.00	0.00	0.00	0
2202	Taylor, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2203	Taylor, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2204	Teitelbaum, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2205	Teixeira, C	2.00	0.00	0.00	0.00	0.00	0.00	0
2206	Tenhula, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2207	Teodosio, V	0.00	0.00	1.00	0.00	0.00	0.00	0
2208	Termote, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2209	Terrell, D	1.00	0.00	0.00	0.00	0.00	0.00	0
2210	Terry, L	0.00	0.00	1.00	0.00	0.00	0.00	0
2211	Thacker, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2212	Thalassions, L	0.00	0.00	1.00	0.00	0.00	0.00	0
2213	Thellman-Gustavson, B	0.00	0.00	1.00	0.00	0.00	0.00	0
2214	Thomas, B	2.00	0.00	2.00	0.00	0.00	1.00	1
2215	Thomas, J	1.00	0.00	1.00	0.00	1.00	0.00	1
2216	Thomas, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2217	Thomas, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2218	Thomas-Hope, E	0.00	0.00	1.00	0.00	0.00	0.00	0
2219	Thompson, G	1.00	0.00	0.00	0.00	0.00	0.00	0
2220	Thompson, L	1.00	0.00	0.00	0.00	1.00	0.00	0
2221	Tidey, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2222	Tienda, M	6.00	0.00	0.00	0.00	0.00	0.00	0
2223	Tigner, J	2.00	0.00	0.00	0.00	0.00	0.00	0
2224	Tigno, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2225	Tilly, C	2.00	0.00	0.00	0.00	0.00	0.00	0
2226	Timlin, M	0.00	2.00	1.00	0.00	0.00	0.00	0
2227	Tirasawat, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2228	Tisdell, C	0.00	0.00	1.00	0.00	0.00	0.00	0
2229	Tobier, E	1.00	0.00	0.00	0.00	0.00	0.00	0
2230	Togami, C	1.00	0.00	0.00	0.00	0.00	0.00	0
2231	Togman, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2232	Toit, B	0.00	0.00	1.00	0.00	0.00	0.00	0
2233	Tollen, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2234	Tolzmann, D	6.00	0.00	0.00	0.00	0.00	0.00	0
2235	Tomas, P	0.00	0.00	1.00	0.00	0.00	0.00	0
2236	Tomasevski, K	0.00	0.00	1.00	0.00	0.00	0.00	0
2237	Tomasi, L	3.00	0.00	0.00	0.00	0.00	0.00	0
2238	Tomasi, S	25.00	0.00	0.00	0.00	0.00	0.00	0
2239	Tomes, V	1.00	0.00	0.00	0.00	0.00	0.00	0
2240	Toney, M	2.00	0.00	0.00	0.00	0.00	0.00	0
2241	Topp, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2242	Toren, N	1.00	0.00	1.00	0.00	0.00	0.00	1
2243	Torrado, S	1.00	0.00	0.00	0.00	0.00	0.00	0
2244	Torrealba, R	0.00	0.00	1.00	0.00	0.00	0.00	0
2245	Torrecilha, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2246	Tos, N	1.00	0.00	0.00	0.00	0.00	0.00	0
2247	Tosti, G	1.00	0.00	0.00	0.00	0.00	0.00	0
2248	Tousignant, M	0.00	0.00	1.00	0.00	0.00	0.00	0
2249	Trabka, E	1.00	0.00	0.00	0.00	0.00	0.00	0
2250	Trager, L	1.00	0.00	0.00	0.00	0.00	0.00	0
2251	Tran, B	1.00	0.00	0.00	0.00	0.00	0.00	0
2252	Tran, T	3.00	0.00	0.00	0.00	0.00	0.00	0
2253	Traore, S	0.00	0.00	1.00	0.00	0.00	0.00	0
2254	Trejo, S	1.00	0.00	0.00	0.00	0.00	0.00	0
2255	Tress, M	2.00	0.00	0.00	0.00	0.00	0.00	0
2256	Trisco, R	2.00	0.00	0.00	0.00	0.00	0.00	0
2257	Trlin, A	0.00	0.00	1.00	0.00	0.00	0.00	0
2258	Troper, H	3.00	0.00	0.00	0.00	0.00	0.00	0
2259	Trovato, F	2.00	0.00	0.00	0.00	0.00	0.00	0
2260	Tsai, S	1.00	0.00	0.00	0.00	0.00	0.00	0
2261	Tseng, Y	1.00	0.00	0.00	0.00	0.00	0.00	0
2262	Tsokhas, K	0.00	0.00	1.00	0.00	0.00	0.00	0
2263	Tsounis, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2264	Tsuchida, N	1.00	0.00	0.00	0.00	0.00	0.00	0
2265	Tsukashima, R	2.00	0.00	0.00	0.00	0.00	0.00	0
2266	Tu, W	1.00	0.00	0.00	0.00	0.00	0.00	0
2267	Tuan, M	2.00	0.00	0.00	0.00	0.00	0.00	0
2268	Tuinman, A	0.00	0.00	1.00	0.00	0.00	0.00	0
2269	Tuladhar, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2270	Tulchinsky, G	2.00	0.00	0.00	0.00	0.00	0.00	0
2271	Tung, K	1.00	0.00	0.00	0.00	0.00	0.00	0
2272	Tuppen, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2273	Turack, D	8.00	0.00	0.00	0.00	0.00	0.00	0
2274	Turner, F	1.00	0.00	0.00	0.00	0.00	0.00	0
2275	Tyree, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2276	Tzeng, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2277	Tziafetas, G	0.00	0.00	3.00	0.00	0.00	0.00	0
2278	Tzougas, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2279	Ugalde, A	2.00	0.00	0.00	0.00	0.00	0.00	0
2280	Ugur, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2281	Ujimoto, K	1.00	0.00	0.00	0.00	0.00	0.00	0
2282	Ulack, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2283	Unaids And Iom	0.00	0.00	1.00	0.00	0.00	0.00	0
2284	Unger, K	1.00	0.00	0.00	0.00	0.00	0.00	0
2285	Untalan, F	1.00	0.00	0.00	0.00	0.00	0.00	0
2286	Urban, W	2.00	0.00	0.00	0.00	0.00	0.00	0
2287	Vaglum, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2288	Valdez, A	2.00	0.00	0.00	0.00	0.00	0.00	0
2289	Valdez, R	2.00	0.00	0.00	0.00	0.00	0.00	0
2290	Valle, J	1.00	0.00	0.00	0.00	0.00	0.00	0
2291	Valtonen, K	1.00	0.00	0.00	0.00	0.00	0.00	0
2292	Van Arsdale, P	2.00	0.00	0.00	0.00	0.00	0.00	0
2293	Van Arsdol, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2294	Van Blaaderen, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2295	Van Den Berghe, P	5.00	0.00	0.00	0.00	0.00	0.00	0
2296	Van Hear, N	1.00	0.00	0.00	0.00	0.00	0.00	0
2297	Van Roy, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2298	Van Tran, T	1.00	0.00	0.00	0.00	0.00	0.00	0
2299	Vanegas, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2300	Varacalli, J	4.00	0.00	0.00	0.00	0.00	0.00	0
2301	Varbero, R	1.00	0.00	0.00	0.00	0.00	0.00	0
2302	Varg, P	1.00	0.00	0.00	0.00	0.00	0.00	0
2303	Varma, B	1.00	0.00	0.00	0.00	0.00	0.00	0
2304	Vasileva, D	1.00	0.00	0.00	0.00	0.00	0.00	0
2305	Vecoli, R	5.00	0.00	0.00	0.00	0.00	0.00	0
2306	Vedris, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2307	Vega, W	1.00	0.00	0.00	0.00	0.00	0.00	0
2308	Veglery, A	2.00	0.00	0.00	0.00	0.00	0.00	0
2309	Velikonja, J	13.00	0.00	0.00	0.00	0.00	0.00	0
2310	Vellinga, M	1.00	0.00	0.00	0.00	0.00	0.00	0
2311	Veltman, C	2.00	0.00	0.00	0.00	0.00	0.00	0
2312	Verbund, G	1.00	0.00	0.00	0.00	0.00	0.00	0
2313	Verbunt, G	2.00	0.00	0.00	0.00	0.00	0.00	0
2314	Verdoodt, A	1.00	0.00	0.00	0.00	0.00	0.00	0
2315	Vergara, J	0.00	0.00	1.00	0.00	0.00	0.00	0
2316	Verhaeren, R	2.00	0.00	0.00	0.00	0.00	0.00	0
