nr	Author	IMR-Sage	REMP-Staatsdrukkerij	IM-Wiley	Dutch_Government	ICEM	REMP	Overlap_IMR_IM
781	Glick, J	1.00	0.00	0.00	0.00	0.00	0.00	0
782	Glinstra Bleeker, Van, R	0.00	1.00	0.00	0.00	0.00	0.00	0
783	Glytsos, N	0.00	0.00	2.00	0.00	0.00	0.00	0
784	Gmelch, G	3.00	0.00	0.00	0.00	0.00	0.00	0
785	Gnanasekaran, K	1.00	0.00	0.00	0.00	0.00	0.00	0
786	Goantiang, T	0.00	0.00	1.00	0.00	0.00	0.00	0
787	Godefroy, J	0.00	1.00	0.00	0.00	0.00	0.00	0
788	Goering, J	1.00	0.00	0.00	0.00	0.00	0.00	0
789	Gold, G	0.00	0.00	1.00	0.00	0.00	0.00	0
790	Gold, S	6.00	0.00	0.00	0.00	0.00	0.00	0
791	Goldberg, A	0.00	0.00	1.00	0.00	0.00	0.00	0
792	Goldberg, H	3.00	0.00	0.00	0.00	0.00	0.00	0
793	Goldey, P	1.00	0.00	0.00	0.00	0.00	0.00	0
794	Goldlust, J	1.00	0.00	0.00	0.00	0.00	0.00	0
795	Goldstein, B	1.00	0.00	0.00	0.00	0.00	0.00	0
796	Goldstein, S	4.00	0.00	0.00	0.00	0.00	0.00	0
797	Golini, A	0.00	0.00	1.00	0.00	0.00	0.00	0
798	Golub, B	0.00	0.00	1.00	0.00	0.00	0.00	0
799	Gomez, F	1.00	0.00	0.00	0.00	0.00	0.00	0
800	Gonczi, A	0.00	0.00	1.00	0.00	0.00	0.00	0
801	Gondim, N	0.00	0.00	1.00	0.00	0.00	0.00	0
802	Gonzales, J	2.00	0.00	0.00	0.00	0.00	0.00	0
803	Gonzales, L	0.00	0.00	2.00	0.00	0.00	0.00	0
804	Gonzalez, G	1.00	0.00	0.00	0.00	0.00	0.00	0
805	Gonzalez, J	3.00	0.00	0.00	0.00	0.00	0.00	0
806	Gonzalez, L	0.00	0.00	1.00	0.00	0.00	0.00	0
807	Gonzalez, N	2.00	0.00	0.00	0.00	0.00	0.00	0
808	Goodkind, D	2.00	0.00	0.00	0.00	0.00	0.00	0
809	Goodwin-Gill, G	3.00	0.00	0.00	0.00	0.00	0.00	0
810	Gordenker, L	2.00	0.00	0.00	0.00	0.00	0.00	0
811	Gordon, D	1.00	0.00	0.00	0.00	0.00	0.00	0
812	Gordon, L	1.00	0.00	0.00	0.00	0.00	0.00	0
813	Gorman, R	2.00	0.00	0.00	0.00	0.00	0.00	0
814	Gorwaney, N	0.00	0.00	2.00	0.00	0.00	0.00	0
815	Goss, J	1.00	0.00	0.00	0.00	0.00	0.00	0
816	Gottlieb, D	1.00	0.00	0.00	0.00	0.00	0.00	0
817	Gottmann, J	0.00	1.00	0.00	0.00	0.00	1.00	0
818	Gould, W	3.00	0.00	2.00	0.00	0.00	0.00	1
819	Goyette, K	2.00	0.00	0.00	0.00	0.00	0.00	0
820	Goza, F	1.00	0.00	1.00	0.00	0.00	0.00	1
821	Graetz, B	1.00	0.00	0.00	0.00	0.00	0.00	0
822	Gran, B	1.00	0.00	0.00	0.00	0.00	0.00	0
823	Grandstaff, P	1.00	0.00	0.00	0.00	0.00	0.00	0
824	Grant, J	2.00	0.00	0.00	0.00	0.00	0.00	0
825	Grasmuck, S	3.00	0.00	0.00	0.00	0.00	0.00	0
826	Grau, M	1.00	0.00	0.00	0.00	0.00	0.00	0
827	Gray, L	1.00	0.00	0.00	0.00	0.00	0.00	0
828	Grebler, L	1.00	0.00	0.00	0.00	0.00	0.00	0
829	Grecic, V	1.00	0.00	2.00	0.00	0.00	0.00	1
830	Greeley, A	7.00	0.00	0.00	0.00	0.00	0.00	0
831	Green, A	0.00	0.00	1.00	0.00	0.00	0.00	0
832	Green, R	1.00	0.00	0.00	0.00	0.00	0.00	0
833	Green, S	1.00	0.00	0.00	0.00	0.00	0.00	0
834	Green, V	1.00	0.00	0.00	0.00	0.00	0.00	0
835	Greenlees, C	1.00	0.00	0.00	0.00	0.00	0.00	0
836	Greenwell, L	1.00	0.00	0.00	0.00	0.00	0.00	0
837	Greenwood, M	2.00	0.00	0.00	0.00	0.00	0.00	0
838	Gregg, R	1.00	0.00	0.00	0.00	0.00	0.00	0
839	Gregory, J	1.00	0.00	0.00	0.00	0.00	0.00	0
840	Grieco, E	2.00	0.00	0.00	0.00	0.00	0.00	0
841	Griezic, F	1.00	0.00	0.00	0.00	0.00	0.00	0
842	Griffin, G	1.00	0.00	0.00	0.00	0.00	0.00	0
843	Griffith, D	1.00	0.00	0.00	0.00	0.00	0.00	0
844	Griffith, E	1.00	0.00	0.00	0.00	0.00	0.00	0
845	Griffith, W	1.00	0.00	0.00	0.00	0.00	0.00	0
846	Grimes, S	1.00	0.00	0.00	0.00	0.00	0.00	0
847	Grinspun, R	1.00	0.00	0.00	0.00	0.00	0.00	0
848	Groenman, S	0.00	2.00	0.00	0.00	0.00	1.00	0
849	Gross, J	1.00	0.00	0.00	0.00	0.00	0.00	0
850	Grubel, H	0.00	0.00	1.00	0.00	0.00	0.00	0
851	Grumelli, A	1.00	0.00	0.00	0.00	0.00	0.00	0
852	Guarnaccia, P	1.00	0.00	0.00	0.00	0.00	0.00	0
853	Guendelman, S	1.00	0.00	0.00	0.00	0.00	0.00	0
854	Guengant, J	1.00	0.00	0.00	0.00	0.00	0.00	0
855	Guest, A	2.00	0.00	0.00	0.00	0.00	0.00	0
856	Guha, A	0.00	0.00	2.00	0.00	0.00	0.00	0
857	Guild, C	0.00	0.00	1.00	0.00	0.00	0.00	0
858	Guinn, C	1.00	0.00	0.00	0.00	0.00	0.00	0
859	Gumina, D	1.00	0.00	0.00	0.00	0.00	0.00	0
860	Gunatilleke, G	0.00	0.00	2.00	0.00	0.00	0.00	0
861	Guo, F	2.00	0.00	0.00	0.00	0.00	0.00	0
862	Guo, S	1.00	0.00	0.00	0.00	0.00	0.00	0
863	Gupta, J	1.00	0.00	0.00	0.00	0.00	0.00	0
864	Gurak, D	6.00	0.00	0.00	0.00	0.00	0.00	0
865	Gurney, M	1.00	0.00	0.00	0.00	0.00	0.00	0
866	Gurzynski, Z	0.00	0.00	1.00	0.00	0.00	0.00	0
867	Gustafsson, B	0.00	0.00	2.00	0.00	0.00	0.00	0
868	Guttentag, L	1.00	0.00	0.00	0.00	0.00	0.00	0
869	Guye, R	0.00	0.00	1.00	0.00	0.00	0.00	0
870	Haavio-Mannila, E	0.00	0.00	1.00	0.00	0.00	0.00	0
871	Haberfeld, Y	1.00	0.00	0.00	0.00	0.00	0.00	0
872	Haberkorn, G	1.00	0.00	0.00	0.00	0.00	0.00	0
873	Habers, G	1.00	0.00	0.00	0.00	0.00	0.00	0
874	Hack, H	0.00	3.00	0.00	0.00	0.00	0.00	0
875	Hadley, L	1.00	0.00	0.00	0.00	0.00	0.00	0
876	Hagan, J	2.00	0.00	0.00	0.00	0.00	0.00	0
877	Hager, P	0.00	0.00	1.00	0.00	0.00	0.00	0
878	Haines, D	5.00	0.00	0.00	0.00	0.00	0.00	0
879	Hajar, P	2.00	0.00	0.00	0.00	0.00	0.00	0
880	Halevy, Z	0.00	0.00	1.00	0.00	0.00	0.00	0
881	Hall, D	0.00	0.00	1.00	0.00	0.00	0.00	0
882	Hall, G	1.00	0.00	0.00	0.00	0.00	0.00	0
883	Halli, S	2.00	0.00	2.00	0.00	0.00	0.00	1
884	Halloran, M	1.00	0.00	0.00	0.00	0.00	0.00	0
885	Halpern, J	1.00	0.00	0.00	0.00	0.00	0.00	0
886	Ham-Chande, R	1.00	0.00	0.00	0.00	0.00	0.00	0
887	Hamilton, I	1.00	0.00	0.00	0.00	0.00	0.00	0
888	Hamilton, K	1.00	0.00	0.00	0.00	0.00	0.00	0
889	Hamilton, M	1.00	0.00	0.00	0.00	0.00	0.00	0
890	Hamilton, N	0.00	0.00	1.00	0.00	0.00	0.00	0
891	Hammad, F	0.00	0.00	1.00	0.00	0.00	0.00	0
892	Hammar, T	5.00	0.00	1.00	0.00	0.00	0.00	1
893	Hammouda, A	1.00	0.00	0.00	0.00	0.00	0.00	0
894	Hanchett, W	1.00	0.00	0.00	0.00	0.00	0.00	0
895	Handlin, O	1.00	0.00	0.00	0.00	0.00	0.00	0
896	Hansen, A	4.00	0.00	0.00	0.00	0.00	0.00	0
897	Hansen, L	0.00	0.00	1.00	0.00	0.00	0.00	0
898	Hansen, N	1.00	0.00	0.00	0.00	0.00	0.00	0
899	Hanson, R	2.00	0.00	0.00	0.00	0.00	0.00	0
900	Hardin, E	1.00	0.00	0.00	0.00	0.00	0.00	0
901	Hardjono, J	0.00	0.00	1.00	0.00	0.00	0.00	0
902	Haritos-Fatouros, M	0.00	0.00	1.00	0.00	0.00	0.00	0
903	Harles, J	1.00	0.00	0.00	0.00	0.00	0.00	0
904	Harmeling, M	1.00	0.00	0.00	0.00	0.00	0.00	0
905	Harmond, R	1.00	0.00	0.00	0.00	0.00	0.00	0
906	Harris, J	1.00	0.00	0.00	0.00	0.00	0.00	0
907	Hartman, H	4.00	0.00	0.00	0.00	0.00	0.00	0
908	Hartmann, E	2.00	0.00	0.00	0.00	0.00	0.00	0
909	Hasenau, M	1.00	0.00	1.00	0.00	0.00	0.00	1
910	Hassan, R	0.00	0.00	1.00	0.00	0.00	0.00	0
911	Hastings, D	1.00	0.00	0.00	0.00	0.00	0.00	0
912	Hata, D	1.00	0.00	0.00	0.00	0.00	0.00	0
913	Hathaway, J	1.00	0.00	0.00	0.00	0.00	0.00	0
914	Hauff, E	1.00	0.00	0.00	0.00	0.00	0.00	0
915	Hauler, M	1.00	0.00	0.00	0.00	0.00	0.00	0
916	Haupt, U	1.00	0.00	0.00	0.00	0.00	0.00	0
917	Haus, L	2.00	0.00	0.00	0.00	0.00	0.00	0
918	Haveman, B	0.00	0.00	4.00	1.00	1.00	0.00	0
919	Hawkins, F	3.00	0.00	0.00	0.00	0.00	0.00	0
920	Hawthorne, L	0.00	0.00	2.00	0.00	0.00	0.00	0
921	Hay, C	1.00	0.00	0.00	0.00	0.00	0.00	0
922	Heaton, J	1.00	0.00	0.00	0.00	0.00	0.00	0
923	Hechter, M	1.00	0.00	0.00	0.00	0.00	0.00	0
924	Heckmann, F	2.00	0.00	0.00	0.00	0.00	0.00	0
925	Heer, D	1.00	0.00	4.00	0.00	0.00	0.00	1
926	Heilemann, U	1.00	0.00	0.00	0.00	0.00	0.00	0
927	Heilman, M	0.00	0.00	1.00	0.00	0.00	0.00	0
928	Hein, J	1.00	0.00	0.00	0.00	0.00	0.00	0
929	Heinberg, J	1.00	0.00	0.00	0.00	0.00	0.00	0
930	Heins, F	0.00	0.00	1.00	0.00	0.00	0.00	0
931	Heinzen, J	1.00	0.00	0.00	0.00	0.00	0.00	0
932	Heisel, D	2.00	0.00	0.00	0.00	0.00	0.00	0
933	Heisel, M	1.00	0.00	0.00	0.00	0.00	0.00	0
934	Heisler, B	4.00	0.00	0.00	0.00	0.00	0.00	0
935	Heisler, M	2.00	0.00	0.00	0.00	0.00	0.00	0
936	Heiss, J	0.00	0.00	1.00	0.00	0.00	0.00	0
937	Heller, C	2.00	0.00	0.00	0.00	0.00	0.00	0
938	Helling, R	2.00	0.00	0.00	0.00	0.00	0.00	0
939	Helton, A	1.00	0.00	0.00	0.00	0.00	0.00	0
940	Helweg, A	9.00	0.00	1.00	0.00	0.00	0.00	1
941	Hempstead, K	2.00	0.00	0.00	0.00	0.00	0.00	0
942	Hendershot, G	1.00	0.00	0.00	0.00	0.00	0.00	0
943	Henderson, T	1.00	0.00	0.00	0.00	0.00	0.00	0
944	Hendricks, G	1.00	0.00	0.00	0.00	0.00	0.00	0
945	Henning, S	1.00	0.00	0.00	0.00	0.00	0.00	0
946	Henry, F	1.00	0.00	0.00	0.00	0.00	0.00	0
947	Hepple, B	1.00	0.00	0.00	0.00	0.00	0.00	0
948	Herberle, R	0.00	1.00	0.00	0.00	0.00	0.00	0
949	Hernandez, C	1.00	0.00	0.00	0.00	0.00	0.00	0
950	Hernandez-Alvarez, J	1.00	0.00	0.00	0.00	0.00	0.00	0
951	Hernandez-Leon, R	1.00	0.00	0.00	0.00	0.00	0.00	0
952	Herrera, F	0.00	0.00	1.00	0.00	0.00	0.00	0
953	Hershberg, T	1.00	0.00	0.00	0.00	0.00	0.00	0
954	Hervitz, H	1.00	0.00	0.00	0.00	0.00	0.00	0
955	Herz, J	1.00	0.00	0.00	0.00	0.00	0.00	0
956	Hetn, J	1.00	0.00	0.00	0.00	0.00	0.00	0
957	Heyden, H	0.00	0.00	1.00	0.00	0.00	0.00	0
958	Heyman, J	2.00	0.00	0.00	0.00	0.00	0.00	0
959	Heyman, M	2.00	0.00	0.00	0.00	0.00	0.00	0
960	Heyn, H	0.00	1.00	0.00	0.00	0.00	0.00	0
961	Hiday, V	2.00	0.00	0.00	0.00	0.00	0.00	0
962	Higham, J	1.00	0.00	0.00	0.00	0.00	0.00	0
963	Hill, C	2.00	0.00	0.00	0.00	0.00	0.00	0
964	Hill, K	1.00	0.00	0.00	0.00	0.00	0.00	0
965	Hill, L	0.00	0.00	1.00	0.00	0.00	0.00	0
966	Hiller, H	0.00	0.00	1.00	0.00	0.00	0.00	0
967	Hintjens, H	0.00	0.00	1.00	0.00	0.00	0.00	0
968	Hirata, L	1.00	0.00	0.00	0.00	0.00	0.00	0
969	Hirschman, C	3.00	0.00	0.00	0.00	0.00	0.00	0
970	Hoar, P	0.00	0.00	1.00	0.00	0.00	0.00	0
971	Hochbaum, J	0.00	0.00	1.00	0.00	0.00	0.00	0
972	Hoerder, D	4.00	0.00	0.00	0.00	0.00	0.00	0
973	Hoffmann-Nowotny, H	3.00	0.00	0.00	0.00	0.00	0.00	0
974	Hofman, J	1.00	0.00	0.00	0.00	0.00	0.00	0
975	Hofmeye, D	0.00	0.00	1.00	0.00	0.00	0.00	0
976	Hofstede, B	0.00	1.00	0.00	1.00	0.00	0.00	0
977	Hofstee, E	0.00	4.00	0.00	0.00	0.00	1.00	0
978	Hogan, J	1.00	0.00	0.00	0.00	0.00	0.00	0
979	Hohl, D	2.00	0.00	1.00	0.00	0.00	0.00	1
980	Holborn, L	0.00	0.00	1.00	0.00	0.00	0.00	0
981	Hollifield, J	1.00	0.00	0.00	0.00	0.00	0.00	0
982	Holloway, R	1.00	0.00	0.00	0.00	0.00	0.00	0
983	Holloway, T	2.00	0.00	0.00	0.00	0.00	0.00	0
984	Holmberg, J	1.00	0.00	0.00	0.00	0.00	0.00	0
985	Homer, F	1.00	0.00	0.00	0.00	0.00	0.00	0
986	Homze, E	1.00	0.00	0.00	0.00	0.00	0.00	0
987	Hondagneu-Sotelo, P	4.00	0.00	0.00	0.00	0.00	0.00	0
988	Hong, L	2.00	0.00	0.00	0.00	0.00	0.00	0
989	Hoong, P	0.00	0.00	1.00	0.00	0.00	0.00	0
990	Hope, E	0.00	0.00	1.00	0.00	0.00	0.00	0
991	Hope, K	0.00	0.00	1.00	0.00	0.00	0.00	0
992	Hopple, G	1.00	0.00	0.00	0.00	0.00	0.00	0
993	Horne, J	1.00	0.00	0.00	0.00	0.00	0.00	0
994	Horowitz, R	1.00	0.00	1.00	0.00	0.00	0.00	1
995	Horowitz, T	0.00	0.00	1.00	0.00	0.00	0.00	0
996	Hoskin, M	0.00	0.00	1.00	0.00	0.00	0.00	0
997	Hossain, M	1.00	0.00	0.00	0.00	0.00	0.00	0
998	Houstoun, M	1.00	0.00	1.00	0.00	0.00	0.00	1
999	Howard, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1000	Howerth, I	1.00	0.00	0.00	0.00	0.00	0.00	0
1001	Hu-Dehart, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1002	Huang, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1003	Huang, W	0.00	0.00	1.00	0.00	0.00	0.00	0
1004	Hubbell, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1005	Huber, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1006	Hughes, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1007	Hugo, G	3.00	0.00	1.00	0.00	0.00	0.00	1
1008	Hui, W	0.00	0.00	1.00	0.00	0.00	0.00	0
1009	Hujanen, T	0.00	0.00	1.00	0.00	0.00	0.00	0
1010	Hull, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1011	Hultgren, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1012	Hultman, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1013	Hummasti, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1014	Humphrey, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1015	Hune, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1016	Hunt, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1017	Huntoon, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1018	Hurford, C	0.00	0.00	2.00	0.00	0.00	0.00	0
1019	Hurh, W	8.00	0.00	0.00	0.00	0.00	0.00	0
1020	Hussain, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1021	Hutchinson, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1022	Hutchison, R	1.00	0.00	1.00	0.00	0.00	0.00	1
1023	Huyck, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1024	Hwang, S	2.00	0.00	0.00	0.00	0.00	0.00	0
1025	Hyrenius, H	0.00	1.00	0.00	0.00	0.00	1.00	0
1026	Iacovetta, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1027	Iavazzo, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1028	Icduygu, A	0.00	0.00	3.00	0.00	0.00	0.00	0
1029	Iglicka, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1030	Ikeda, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1031	Ilcan, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1032	Imai, Y	1.00	0.00	0.00	0.00	0.00	0.00	0
1033	Imperiale, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1034	Inglis, C	3.00	0.00	0.00	0.00	0.00	0.00	0
1035	Iorizzo, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1036	Ipsen, G	0.00	1.00	0.00	0.00	0.00	0.00	0
1037	Iredale, R	2.00	0.00	4.00	0.00	0.00	0.00	1
1038	Ireland, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1039	Irwin, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1040	Isaac, J	0.00	2.00	0.00	0.00	0.00	1.00	0
1041	Isaias, E	0.00	0.00	1.00	0.00	0.00	0.00	0
1042	Isajiw, W	2.00	0.00	0.00	0.00	0.00	0.00	0
1043	Isarabhakdi, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1044	Isbister, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1045	Ishii, Y	1.00	0.00	0.00	0.00	0.00	0.00	0
1046	Iskander, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1047	Ismail, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1048	Issac, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1049	Ito, N	1.00	0.00	0.00	0.00	0.00	0.00	0
1050	Iverson, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1051	J.Z.	1.00	0.00	0.00	0.00	0.00	0.00	0
1052	Jackson, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1053	Jackson, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1054	Jacobs, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1055	Jacobsen, K	2.00	0.00	0.00	0.00	0.00	0.00	0
1056	Jaeger, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1057	Jaenen, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1058	Jaffe, A	4.00	0.00	0.00	0.00	0.00	0.00	0
1059	Jain, S	0.00	1.00	0.00	0.00	0.00	0.00	0
1060	Jakubowicz, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1061	Jakubowicz, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1062	James, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1063	Jamison, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1064	Jandl, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1065	Jansen, C	5.00	0.00	0.00	0.00	0.00	0.00	0
1066	Jasso, G	3.00	0.00	0.00	0.00	0.00	0.00	0
1067	Jaunzems, I	0.00	0.00	1.00	0.00	0.00	0.00	0
1068	Jayasuriya, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1069	Jayasuriya, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1070	Jelden, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1071	Jenkins, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1072	Jenkins, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1073	Jenness, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1074	Jenny, R	1.00	0.00	1.00	0.00	0.00	0.00	1
1075	Jensen, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1076	Jensen, L	4.00	0.00	0.00	0.00	0.00	0.00	0
1077	Jensen, O	1.00	0.00	0.00	0.00	0.00	0.00	0
1078	Jesilow, P	0.00	0.00	2.00	0.00	0.00	0.00	0
1079	Jimenez, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1080	Jing, Z	1.00	0.00	0.00	0.00	0.00	0.00	0
1081	Jockenhovel-Schieke, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1082	Joe, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1083	John-Jones, L	0.00	0.00	2.00	0.00	0.00	0.00	0
1084	Johnson, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1085	Johnson, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1086	Johnson, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1087	Johnson, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1088	Johnson, K	2.00	0.00	0.00	0.00	0.00	0.00	0
1089	Johnston, R	0.00	1.00	7.00	0.00	0.00	0.00	0
1090	Johnstone, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1091	Jones, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1092	Jones, F	1.00	0.00	1.00	0.00	0.00	0.00	1
1093	Jones, H	0.00	0.00	2.00	0.00	0.00	0.00	0
1094	Jones, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1095	Jones, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1096	Jones-Correa, M	3.00	0.00	0.00	0.00	0.00	0.00	0
1097	Jong, De, P	0.00	1.00	0.00	0.00	0.00	0.00	0
1098	Jongkind, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1099	Jongkind, F	0.00	0.00	1.00	0.00	0.00	0.00	0
1100	Jorge, A	0.00	1.00	1.00	0.00	0.00	0.00	0
1101	Juliani, R	6.00	0.00	0.00	0.00	0.00	0.00	0
1102	Jung, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1103	Jupp, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1104	Jutila, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1105	Kadioglu, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1106	Kadoglu, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1107	Kaelber, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1108	Kage, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1109	Kagitcibasi, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1110	Kahane, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1111	Kahn, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1112	Kalbach, W	3.00	0.00	0.00	0.00	0.00	0.00	0
1113	Kalbfleisch, H	2.00	0.00	0.00	0.00	0.00	0.00	0
1114	Kalin, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1115	Kallen, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1116	Kalmyn, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1117	Kalumba, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1118	Kamerschen, D	0.00	0.00	1.00	0.00	0.00	0.00	0
1119	Kamiar, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1120	Kamnuansilpa, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1121	Kamphoefner, W	2.00	0.00	0.00	0.00	0.00	0.00	0
1122	Kandil, M	0.00	0.00	2.00	0.00	0.00	0.00	0
1123	Kane, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1124	Kanjanapan, W	2.00	0.00	0.00	0.00	0.00	0.00	0
1125	Kannappan, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1126	Kanter, N	1.00	0.00	0.00	0.00	0.00	0.00	0
1127	Kantowicz, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1128	Kantrowitz, N	1.00	0.00	0.00	0.00	0.00	0.00	0
1129	Kao, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1130	Kaplan, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1131	Kaprielian-Churchill, I	1.00	0.00	0.00	0.00	0.00	0.00	0
1132	Karafolas, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1133	Karash, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1134	Kargar, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1135	Karmi, G	0.00	0.00	2.00	0.00	0.00	0.00	0
1136	Karpat, K	3.00	0.00	0.00	0.00	0.00	0.00	0
1137	Karpathakis, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1138	Karras, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1139	Kasinitz, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1140	Kats, R	2.00	0.00	2.00	0.00	0.00	0.00	1
1141	Katseli, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1142	Katz, B	0.00	0.00	1.00	0.00	0.00	0.00	0
1143	Katz, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1144	Katzen, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1145	Kaufman, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1146	Kaups, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1147	Kawai, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1148	Kawamoto, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1149	Kayal, P	13.00	0.00	0.00	0.00	0.00	0.00	0
1150	Keane, V	0.00	0.00	1.00	0.00	0.00	0.00	0
1151	Kearney, M	2.00	0.00	0.00	0.00	0.00	0.00	0
1152	Keely, C	13.00	0.00	2.00	0.00	0.00	0.00	1
1153	Keil, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1154	Kellor, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1155	Kelly, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1156	Kelly, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1157	Kelly, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1158	Kelly, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1159	Kemper, R	12.00	0.00	0.00	0.00	0.00	0.00	0
1160	Kennedy, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1161	Kesmez, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1162	Kessner, T	2.00	0.00	0.00	0.00	0.00	0.00	0
1163	Key, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1164	Khaled, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1165	Khare, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1166	Khasiani, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1167	Khera, I	0.00	0.00	1.00	0.00	0.00	0.00	0
